,Age,SibSp,Parch,Fare,Family_Size,Survived,Pclass,Sex,Embarked,Alone,Initial
593,28.0,0,2,7.75,3,0,3,female,Q,0,Miss
594,37.0,1,0,26.0,2,0,2,male,S,0,Mr
595,36.0,1,1,24.15,3,0,3,male,S,0,Mr
596,28.0,0,0,33.0,1,1,2,female,S,1,Miss
597,49.0,0,0,0.0,1,0,3,male,S,1,Mr
598,28.0,0,0,7.225,1,0,3,male,C,1,Mr
599,49.0,1,0,56.9292,2,1,1,male,C,0,Sir
600,24.0,2,1,27.0,4,1,2,female,S,0,Mrs
601,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
602,28.0,0,0,42.4,1,0,1,male,S,1,Mr
603,44.0,0,0,8.05,1,0,3,male,S,1,Mr
604,35.0,0,0,26.55,1,1,1,male,C,1,Mr
605,36.0,1,0,15.55,2,0,3,male,S,0,Mr
606,30.0,0,0,7.8958,1,0,3,male,S,1,Mr
607,27.0,0,0,30.5,1,1,1,male,S,1,Mr
608,22.0,1,2,41.5792,4,1,2,female,C,0,Mrs
609,40.0,0,0,153.4625,1,1,1,female,S,1,Miss
610,39.0,1,5,31.275,7,0,3,female,S,0,Mrs
611,28.0,0,0,7.05,1,0,3,male,S,1,Mr
612,28.0,1,0,15.5,2,1,3,female,Q,0,Miss
613,28.0,0,0,7.75,1,0,3,male,Q,1,Mr
614,35.0,0,0,8.05,1,0,3,male,S,1,Mr
615,24.0,1,2,65.0,4,1,2,female,S,0,Miss
616,34.0,1,1,14.4,3,0,3,male,S,0,Mr
617,26.0,1,0,16.1,2,0,3,female,S,0,Mrs
618,4.0,2,1,39.0,4,1,2,female,S,0,Miss
619,26.0,0,0,10.5,1,0,2,male,S,1,Mr
620,27.0,1,0,14.4542,2,0,3,male,C,0,Mr
621,42.0,1,0,52.5542,2,1,1,male,S,0,Mr
622,20.0,1,1,15.7417,3,1,3,male,C,0,Mr
623,21.0,0,0,7.8542,1,0,3,male,S,1,Mr
624,21.0,0,0,16.1,1,0,3,male,S,1,Mr
625,61.0,0,0,32.3208,1,0,1,male,S,1,Mr
626,57.0,0,0,12.35,1,0,2,male,Q,1,Rev
627,21.0,0,0,77.9583,1,1,1,female,S,1,Miss
628,26.0,0,0,7.8958,1,0,3,male,S,1,Mr
629,28.0,0,0,7.7333,1,0,3,male,Q,1,Mr
630,80.0,0,0,30.0,1,1,1,male,S,1,Mr
631,51.0,0,0,7.0542,1,0,3,male,S,1,Mr
632,32.0,0,0,30.5,1,1,1,male,C,1,Dr
633,28.0,0,0,0.0,1,0,1,male,S,1,Mr
634,9.0,3,2,27.9,6,0,3,female,S,0,Miss
635,28.0,0,0,13.0,1,1,2,female,S,1,Miss
636,32.0,0,0,7.925,1,0,3,male,S,1,Mr
637,31.0,1,1,26.25,3,0,2,male,S,0,Mr
638,41.0,0,5,39.6875,6,0,3,female,S,0,Mrs
639,28.0,1,0,16.1,2,0,3,male,S,0,Mr
640,20.0,0,0,7.8542,1,0,3,male,S,1,Mr
641,24.0,0,0,69.3,1,1,1,female,C,1,Mlle
642,2.0,3,2,27.9,6,0,3,female,S,0,Miss
643,28.0,0,0,56.4958,1,1,3,male,S,1,Mr
644,0.75,2,1,19.2583,4,1,3,female,C,0,Miss
645,48.0,1,0,76.7292,2,1,1,male,C,0,Mr
646,19.0,0,0,7.8958,1,0,3,male,S,1,Mr
647,56.0,0,0,35.5,1,1,1,male,C,1,Col
648,28.0,0,0,7.55,1,0,3,male,S,1,Mr
649,23.0,0,0,7.55,1,1,3,female,S,1,Miss
650,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
651,18.0,0,1,23.0,2,1,2,female,S,0,Miss
652,21.0,0,0,8.4333,1,0,3,male,S,1,Mr
653,28.0,0,0,7.8292,1,1,3,female,Q,1,Miss
654,18.0,0,0,6.75,1,0,3,female,Q,1,Miss
655,24.0,2,0,73.5,3,0,2,male,S,0,Mr
656,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
657,32.0,1,1,15.5,3,0,3,female,Q,0,Mrs
658,23.0,0,0,13.0,1,0,2,male,S,1,Mr
659,58.0,0,2,113.275,3,0,1,male,C,0,Mr
660,50.0,2,0,133.65,3,1,1,male,S,0,Dr
661,40.0,0,0,7.225,1,0,3,male,C,1,Mr
662,47.0,0,0,25.5875,1,0,1,male,S,1,Mr
663,36.0,0,0,7.4958,1,0,3,male,S,1,Mr
664,20.0,1,0,7.925,2,1,3,male,S,0,Mr
665,32.0,2,0,73.5,3,0,2,male,S,0,Mr
666,25.0,0,0,13.0,1,0,2,male,S,1,Mr
667,28.0,0,0,7.775,1,0,3,male,S,1,Mr
668,43.0,0,0,8.05,1,0,3,male,S,1,Mr
669,28.0,1,0,52.0,2,1,1,female,S,0,Mrs
670,40.0,1,1,39.0,3,1,2,female,S,0,Mrs
671,31.0,1,0,52.0,2,0,1,male,S,0,Mr
672,70.0,0,0,10.5,1,0,2,male,S,1,Mr
673,31.0,0,0,13.0,1,1,2,male,S,1,Mr
674,28.0,0,0,0.0,1,0,2,male,S,1,Mr
675,18.0,0,0,7.775,1,0,3,male,S,1,Mr
676,24.5,0,0,8.05,1,0,3,male,S,1,Mr
677,18.0,0,0,9.8417,1,1,3,female,S,1,Miss
678,43.0,1,6,46.9,8,0,3,female,S,0,Mrs
679,36.0,0,1,512.3292,2,1,1,male,C,0,Mr
680,28.0,0,0,8.1375,1,0,3,female,Q,1,Miss
681,27.0,0,0,76.7292,1,1,1,male,C,1,Mr
682,20.0,0,0,9.225,1,0,3,male,S,1,Mr
683,14.0,5,2,46.9,8,0,3,male,S,0,Mr
684,60.0,1,1,39.0,3,0,2,male,S,0,Mr
685,25.0,1,2,41.5792,4,0,2,male,C,0,Mr
686,14.0,4,1,39.6875,6,0,3,male,S,0,Mr
687,19.0,0,0,10.1708,1,0,3,male,S,1,Mr
688,18.0,0,0,7.7958,1,0,3,male,S,1,Mr
689,15.0,0,1,211.3375,2,1,1,female,S,0,Miss
690,31.0,1,0,57.0,2,1,1,male,S,0,Mr
691,4.0,0,1,13.4167,2,1,3,female,C,0,Miss
692,28.0,0,0,56.4958,1,1,3,male,S,1,Mr
693,25.0,0,0,7.225,1,0,3,male,C,1,Mr
694,60.0,0,0,26.55,1,0,1,male,S,1,Col
695,52.0,0,0,13.5,1,0,2,male,S,1,Mr
696,44.0,0,0,8.05,1,0,3,male,S,1,Mr
697,28.0,0,0,7.7333,1,1,3,female,Q,1,Miss
698,49.0,1,1,110.8833,3,0,1,male,C,0,Mr
699,42.0,0,0,7.65,1,0,3,male,S,1,Mr
700,18.0,1,0,227.525,2,1,1,female,C,0,Mrs
701,35.0,0,0,26.2875,1,1,1,male,S,1,Mr
702,18.0,0,1,14.4542,2,0,3,female,C,0,Miss
703,25.0,0,0,7.7417,1,0,3,male,Q,1,Mr
704,26.0,1,0,7.8542,2,0,3,male,S,0,Mr
705,39.0,0,0,26.0,1,0,2,male,S,1,Mr
706,45.0,0,0,13.5,1,1,2,female,S,1,Mrs
707,42.0,0,0,26.2875,1,1,1,male,S,1,Mr
708,22.0,0,0,151.55,1,1,1,female,S,1,Miss
709,28.0,1,1,15.2458,3,1,3,male,C,0,Master
710,24.0,0,0,49.5042,1,1,1,female,C,1,Mlle
711,28.0,0,0,26.55,1,0,1,male,S,1,Mr
712,48.0,1,0,52.0,2,1,1,male,S,0,Mr
713,29.0,0,0,9.4833,1,0,3,male,S,1,Mr
714,52.0,0,0,13.0,1,0,2,male,S,1,Mr
715,19.0,0,0,7.65,1,0,3,male,S,1,Mr
716,38.0,0,0,227.525,1,1,1,female,C,1,Miss
717,27.0,0,0,10.5,1,1,2,female,S,1,Miss
718,28.0,0,0,15.5,1,0,3,male,Q,1,Mr
719,33.0,0,0,7.775,1,0,3,male,S,1,Mr
720,6.0,0,1,33.0,2,1,2,female,S,0,Miss
721,17.0,1,0,7.0542,2,0,3,male,S,0,Mr
722,34.0,0,0,13.0,1,0,2,male,S,1,Mr
723,50.0,0,0,13.0,1,0,2,male,S,1,Mr
724,27.0,1,0,53.1,2,1,1,male,S,0,Mr
725,20.0,0,0,8.6625,1,0,3,male,S,1,Mr
726,30.0,3,0,21.0,4,1,2,female,S,0,Mrs
727,28.0,0,0,7.7375,1,1,3,female,Q,1,Miss
728,25.0,1,0,26.0,2,0,2,male,S,0,Mr
729,25.0,1,0,7.925,2,0,3,female,S,0,Miss
730,29.0,0,0,211.3375,1,1,1,female,S,1,Miss
731,11.0,0,0,18.7875,1,0,3,male,C,1,Mr
732,28.0,0,0,0.0,1,0,2,male,S,1,Mr
733,23.0,0,0,13.0,1,0,2,male,S,1,Mr
734,23.0,0,0,13.0,1,0,2,male,S,1,Mr
735,28.5,0,0,16.1,1,0,3,male,S,1,Mr
736,48.0,1,3,34.375,5,0,3,female,S,0,Mrs
737,35.0,0,0,512.3292,1,1,1,male,C,1,Mr
738,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
739,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
740,28.0,0,0,30.0,1,1,1,male,S,1,Mr
741,36.0,1,0,78.85,2,0,1,male,S,0,Mr
742,21.0,2,2,262.375,5,1,1,female,C,0,Miss
743,24.0,1,0,16.1,2,0,3,male,S,0,Mr
744,31.0,0,0,7.925,1,1,3,male,S,1,Mr
745,70.0,1,1,71.0,3,0,1,male,S,0,Capt
746,16.0,1,1,20.25,3,0,3,male,S,0,Mr
747,30.0,0,0,13.0,1,1,2,female,S,1,Miss
748,19.0,1,0,53.1,2,0,1,male,S,0,Mr
749,31.0,0,0,7.75,1,0,3,male,Q,1,Mr
750,4.0,1,1,23.0,3,1,2,female,S,0,Miss
751,6.0,0,1,12.475,2,1,3,male,S,0,Master
752,33.0,0,0,9.5,1,0,3,male,S,1,Mr
753,23.0,0,0,7.8958,1,0,3,male,S,1,Mr
754,48.0,1,2,65.0,4,1,2,female,S,0,Mrs
755,0.67,1,1,14.5,3,1,2,male,S,0,Master
756,28.0,0,0,7.7958,1,0,3,male,S,1,Mr
757,18.0,0,0,11.5,1,0,2,male,S,1,Mr
758,34.0,0,0,8.05,1,0,3,male,S,1,Mr
759,33.0,0,0,86.5,1,1,1,female,S,1,Countess
760,28.0,0,0,14.5,1,0,3,male,S,1,Mr
761,41.0,0,0,7.125,1,0,3,male,S,1,Mr
762,20.0,0,0,7.2292,1,1,3,male,C,1,Mr
763,36.0,1,2,120.0,4,1,1,female,S,0,Mrs
764,16.0,0,0,7.775,1,0,3,male,S,1,Mr
765,51.0,1,0,77.9583,2,1,1,female,S,0,Mrs
766,28.0,0,0,39.6,1,0,1,male,C,1,Dr
767,30.5,0,0,7.75,1,0,3,female,Q,1,Miss
768,28.0,1,0,24.15,2,0,3,male,Q,0,Mr
769,32.0,0,0,8.3625,1,0,3,male,S,1,Mr
770,24.0,0,0,9.5,1,0,3,male,S,1,Mr
771,48.0,0,0,7.8542,1,0,3,male,S,1,Mr
772,57.0,0,0,10.5,1,0,2,female,S,1,Mrs
773,28.0,0,0,7.225,1,0,3,male,C,1,Mr
774,54.0,1,3,23.0,5,1,2,female,S,0,Mrs
775,18.0,0,0,7.75,1,0,3,male,S,1,Mr
776,28.0,0,0,7.75,1,0,3,male,Q,1,Mr
777,5.0,0,0,12.475,1,1,3,female,S,1,Miss
778,28.0,0,0,7.7375,1,0,3,male,Q,1,Mr
779,43.0,0,1,211.3375,2,1,1,female,S,0,Mrs
780,13.0,0,0,7.2292,1,1,3,female,C,1,Miss
781,17.0,1,0,57.0,2,1,1,female,S,0,Mrs
782,29.0,0,0,30.0,1,0,1,male,S,1,Mr
783,28.0,1,2,23.45,4,0,3,male,S,0,Mr
784,25.0,0,0,7.05,1,0,3,male,S,1,Mr
785,25.0,0,0,7.25,1,0,3,male,S,1,Mr
786,18.0,0,0,7.4958,1,1,3,female,S,1,Miss
787,8.0,4,1,29.125,6,0,3,male,Q,0,Master
788,1.0,1,2,20.575,4,1,3,male,S,0,Master
789,46.0,0,0,79.2,1,0,1,male,C,1,Mr
790,28.0,0,0,7.75,1,0,3,male,Q,1,Mr
791,16.0,0,0,26.0,1,0,2,male,S,1,Mr
792,28.0,8,2,69.55,11,0,3,female,S,0,Miss
793,28.0,0,0,30.6958,1,0,1,male,C,1,Mr
794,25.0,0,0,7.8958,1,0,3,male,S,1,Mr
795,39.0,0,0,13.0,1,0,2,male,S,1,Mr
796,49.0,0,0,25.9292,1,1,1,female,S,1,Dr
797,31.0,0,0,8.6833,1,1,3,female,S,1,Mrs
798,30.0,0,0,7.2292,1,0,3,male,C,1,Mr
799,30.0,1,1,24.15,3,0,3,female,S,0,Mrs
800,34.0,0,0,13.0,1,0,2,male,S,1,Mr
801,31.0,1,1,26.25,3,1,2,female,S,0,Mrs
802,11.0,1,2,120.0,4,1,1,male,S,0,Master
803,0.42,0,1,8.5167,2,1,3,male,C,0,Master
804,27.0,0,0,6.975,1,1,3,male,S,1,Mr
805,31.0,0,0,7.775,1,0,3,male,S,1,Mr
806,39.0,0,0,0.0,1,0,1,male,S,1,Mr
807,18.0,0,0,7.775,1,0,3,female,S,1,Miss
808,39.0,0,0,13.0,1,0,2,male,S,1,Mr
809,33.0,1,0,53.1,2,1,1,female,S,0,Mrs
810,26.0,0,0,7.8875,1,0,3,male,S,1,Mr
811,39.0,0,0,24.15,1,0,3,male,S,1,Mr
812,35.0,0,0,10.5,1,0,2,male,S,1,Mr
813,6.0,4,2,31.275,7,0,3,female,S,0,Miss
814,30.5,0,0,8.05,1,0,3,male,S,1,Mr
815,28.0,0,0,0.0,1,0,1,male,S,1,Mr
816,23.0,0,0,7.925,1,0,3,female,S,1,Miss
817,31.0,1,1,37.0042,3,0,2,male,C,0,Mr
818,43.0,0,0,6.45,1,0,3,male,S,1,Mr
819,10.0,3,2,27.9,6,0,3,male,S,0,Master
820,52.0,1,1,93.5,3,1,1,female,S,0,Mrs
821,27.0,0,0,8.6625,1,1,3,male,S,1,Mr
822,38.0,0,0,0.0,1,0,1,male,S,1,Jonkheer
823,27.0,0,1,12.475,2,1,3,female,S,0,Mrs
824,2.0,4,1,39.6875,6,0,3,male,S,0,Master
825,28.0,0,0,6.95,1,0,3,male,Q,1,Mr
826,28.0,0,0,56.4958,1,0,3,male,S,1,Mr
827,1.0,0,2,37.0042,3,1,2,male,C,0,Master
828,28.0,0,0,7.75,1,1,3,male,Q,1,Mr
829,62.0,0,0,80.0,1,1,1,female,S,1,Mrs
830,15.0,1,0,14.4542,2,1,3,female,C,0,Mrs
831,0.83,1,1,18.75,3,1,2,male,S,0,Master
832,28.0,0,0,7.2292,1,0,3,male,C,1,Mr
833,23.0,0,0,7.8542,1,0,3,male,S,1,Mr
834,18.0,0,0,8.3,1,0,3,male,S,1,Mr
835,39.0,1,1,83.1583,3,1,1,female,C,0,Miss
836,21.0,0,0,8.6625,1,0,3,male,S,1,Mr
837,28.0,0,0,8.05,1,0,3,male,S,1,Mr
838,32.0,0,0,56.4958,1,1,3,male,S,1,Mr
839,28.0,0,0,29.7,1,1,1,male,C,1,Mr
840,20.0,0,0,7.925,1,0,3,male,S,1,Mr
841,16.0,0,0,10.5,1,0,2,male,S,1,Mr
842,30.0,0,0,31.0,1,1,1,female,C,1,Miss
843,34.5,0,0,6.4375,1,0,3,male,C,1,Mr
844,17.0,0,0,8.6625,1,0,3,male,S,1,Mr
845,42.0,0,0,7.55,1,0,3,male,S,1,Mr
846,28.0,8,2,69.55,11,0,3,male,S,0,Mr
847,35.0,0,0,7.8958,1,0,3,male,C,1,Mr
848,28.0,0,1,33.0,2,0,2,male,S,0,Rev
849,28.0,1,0,89.1042,2,1,1,female,C,0,Mrs
850,4.0,4,2,31.275,7,0,3,male,S,0,Master
851,74.0,0,0,7.775,1,0,3,male,S,1,Mr
852,9.0,1,1,15.2458,3,0,3,female,C,0,Miss
853,16.0,0,1,39.4,2,1,1,female,S,0,Miss
854,44.0,1,0,26.0,2,0,2,female,S,0,Mrs
855,18.0,0,1,9.35,2,1,3,female,S,0,Mrs
856,45.0,1,1,164.8667,3,1,1,female,S,0,Mrs
857,51.0,0,0,26.55,1,1,1,male,S,1,Mr
858,24.0,0,3,19.2583,4,1,3,female,C,0,Mrs
859,28.0,0,0,7.2292,1,0,3,male,C,1,Mr
860,41.0,2,0,14.1083,3,0,3,male,S,0,Mr
861,21.0,1,0,11.5,2,0,2,male,S,0,Mr
862,48.0,0,0,25.9292,1,1,1,female,S,1,Mrs
863,28.0,8,2,69.55,11,0,3,female,S,0,Miss
864,24.0,0,0,13.0,1,0,2,male,S,1,Mr
865,42.0,0,0,13.0,1,1,2,female,S,1,Mrs
866,27.0,1,0,13.8583,2,1,2,female,C,0,Miss
867,31.0,0,0,50.4958,1,0,1,male,S,1,Mr
868,28.0,0,0,9.5,1,0,3,male,S,1,Mr
869,4.0,1,1,11.1333,3,1,3,male,S,0,Master
870,26.0,0,0,7.8958,1,0,3,male,S,1,Mr
871,47.0,1,1,52.5542,3,1,1,female,S,0,Mrs
872,33.0,0,0,5.0,1,0,1,male,S,1,Mr
873,47.0,0,0,9.0,1,0,3,male,S,1,Mr
874,28.0,1,0,24.0,2,1,2,female,C,0,Mrs
875,15.0,0,0,7.225,1,1,3,female,C,1,Miss
876,20.0,0,0,9.8458,1,0,3,male,S,1,Mr
877,19.0,0,0,7.8958,1,0,3,male,S,1,Mr
878,28.0,0,0,7.8958,1,0,3,male,S,1,Mr
879,56.0,0,1,83.1583,2,1,1,female,C,0,Mrs
880,25.0,0,1,26.0,2,1,2,female,S,0,Mrs
881,33.0,0,0,7.8958,1,0,3,male,S,1,Mr
882,22.0,0,0,10.5167,1,0,3,female,S,1,Miss
883,28.0,0,0,10.5,1,0,2,male,S,1,Mr
884,25.0,0,0,7.05,1,0,3,male,S,1,Mr
885,39.0,0,5,29.125,6,0,3,female,Q,0,Mrs
886,27.0,0,0,13.0,1,0,2,male,S,1,Rev
887,19.0,0,0,30.0,1,1,1,female,S,1,Miss
888,28.0,1,2,23.45,4,0,3,female,S,0,Miss
889,26.0,0,0,30.0,1,1,1,male,C,1,Mr
890,32.0,0,0,7.75,1,0,3,male,Q,1,Mr
