,Pclass,Alone,Fare,Parch,Family_Size,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
0,3,0,7.25,0,2,0.0,1.0,0.0,0.0,1.0,0
1,1,0,71.2833,0,2,1.0,0.0,1.0,0.0,0.0,1
2,3,1,7.925,0,1,1.0,0.0,0.0,0.0,1.0,1
3,1,0,53.1,0,2,1.0,0.0,0.0,0.0,1.0,1
4,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
5,3,1,8.4583,0,1,0.0,1.0,0.0,1.0,0.0,0
6,1,1,51.8625,0,1,0.0,1.0,0.0,0.0,1.0,0
7,3,0,21.075,1,5,0.0,1.0,0.0,0.0,1.0,0
8,3,0,11.1333,2,3,1.0,0.0,0.0,0.0,1.0,1
9,2,0,30.0708,0,2,1.0,0.0,1.0,0.0,0.0,1
10,3,0,16.7,1,3,1.0,0.0,0.0,0.0,1.0,1
11,1,1,26.55,0,1,1.0,0.0,0.0,0.0,1.0,1
12,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
13,3,0,31.275,5,7,0.0,1.0,0.0,0.0,1.0,0
14,3,1,7.8542,0,1,1.0,0.0,0.0,0.0,1.0,0
15,2,1,16.0,0,1,1.0,0.0,0.0,0.0,1.0,1
16,3,0,29.125,1,6,0.0,1.0,0.0,1.0,0.0,0
17,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
18,3,0,18.0,0,2,1.0,0.0,0.0,0.0,1.0,0
19,3,1,7.225,0,1,1.0,0.0,1.0,0.0,0.0,1
20,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
21,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
22,3,1,8.0292,0,1,1.0,0.0,0.0,1.0,0.0,1
23,1,1,35.5,0,1,0.0,1.0,0.0,0.0,1.0,1
24,3,0,21.075,1,5,1.0,0.0,0.0,0.0,1.0,0
25,3,0,31.3875,5,7,1.0,0.0,0.0,0.0,1.0,1
26,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
27,1,0,263.0,2,6,0.0,1.0,0.0,0.0,1.0,0
28,3,1,7.8792,0,1,1.0,0.0,0.0,1.0,0.0,1
29,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
30,1,1,27.7208,0,1,0.0,1.0,1.0,0.0,0.0,0
31,1,0,146.5208,0,2,1.0,0.0,1.0,0.0,0.0,1
32,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
33,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
34,1,0,82.1708,0,2,0.0,1.0,1.0,0.0,0.0,0
35,1,0,52.0,0,2,0.0,1.0,0.0,0.0,1.0,0
36,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,1
37,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
38,3,0,18.0,0,3,1.0,0.0,0.0,0.0,1.0,0
39,3,0,11.2417,0,2,1.0,0.0,1.0,0.0,0.0,1
40,3,0,9.475,0,2,1.0,0.0,0.0,0.0,1.0,0
41,2,0,21.0,0,2,1.0,0.0,0.0,0.0,1.0,0
42,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,0
43,2,0,41.5792,2,4,1.0,0.0,1.0,0.0,0.0,1
44,3,1,7.8792,0,1,1.0,0.0,0.0,1.0,0.0,1
45,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
46,3,0,15.5,0,2,0.0,1.0,0.0,1.0,0.0,0
47,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
48,3,0,21.6792,0,3,0.0,1.0,1.0,0.0,0.0,0
49,3,0,17.8,0,2,1.0,0.0,0.0,0.0,1.0,0
50,3,0,39.6875,1,6,0.0,1.0,0.0,0.0,1.0,0
51,3,1,7.8,0,1,0.0,1.0,0.0,0.0,1.0,0
52,1,0,76.7292,0,2,1.0,0.0,1.0,0.0,0.0,1
53,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
54,1,0,61.9792,1,2,0.0,1.0,1.0,0.0,0.0,0
55,1,1,35.5,0,1,0.0,1.0,0.0,0.0,1.0,1
56,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
57,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
58,2,0,27.75,2,4,1.0,0.0,0.0,0.0,1.0,1
59,3,0,46.9,2,8,0.0,1.0,0.0,0.0,1.0,0
60,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
61,1,1,80.0,0,1,1.0,0.0,0.0,0.0,1.0,1
62,1,0,83.475,0,2,0.0,1.0,0.0,0.0,1.0,0
63,3,0,27.9,2,6,0.0,1.0,0.0,0.0,1.0,0
64,1,1,27.7208,0,1,0.0,1.0,1.0,0.0,0.0,0
65,3,0,15.2458,1,3,0.0,1.0,1.0,0.0,0.0,1
66,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
67,3,1,8.1583,0,1,0.0,1.0,0.0,0.0,1.0,0
68,3,0,7.925,2,7,1.0,0.0,0.0,0.0,1.0,1
69,3,0,8.6625,0,3,0.0,1.0,0.0,0.0,1.0,0
70,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
71,3,0,46.9,2,8,1.0,0.0,0.0,0.0,1.0,0
72,2,1,73.5,0,1,0.0,1.0,0.0,0.0,1.0,0
73,3,0,14.4542,0,2,0.0,1.0,1.0,0.0,0.0,0
74,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,1
75,3,1,7.65,0,1,0.0,1.0,0.0,0.0,1.0,0
76,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
77,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
78,2,0,29.0,2,3,0.0,1.0,0.0,0.0,1.0,1
79,3,1,12.475,0,1,1.0,0.0,0.0,0.0,1.0,1
80,3,1,9.0,0,1,0.0,1.0,0.0,0.0,1.0,0
81,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,1
82,3,1,7.7875,0,1,1.0,0.0,0.0,1.0,0.0,1
83,1,1,47.1,0,1,0.0,1.0,0.0,0.0,1.0,0
84,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
85,3,0,15.85,0,4,1.0,0.0,0.0,0.0,1.0,1
86,3,0,34.375,3,5,0.0,1.0,0.0,0.0,1.0,0
87,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
88,1,0,263.0,2,6,1.0,0.0,0.0,0.0,1.0,1
89,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
90,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
91,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
92,1,0,61.175,0,2,0.0,1.0,0.0,0.0,1.0,0
93,3,0,20.575,2,4,0.0,1.0,0.0,0.0,1.0,0
94,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
95,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
96,1,1,34.6542,0,1,0.0,1.0,1.0,0.0,0.0,0
97,1,0,63.3583,1,2,0.0,1.0,1.0,0.0,0.0,1
98,2,0,23.0,1,2,1.0,0.0,0.0,0.0,1.0,1
99,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
100,3,1,7.8958,0,1,1.0,0.0,0.0,0.0,1.0,0
101,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
102,1,0,77.2875,1,2,0.0,1.0,0.0,0.0,1.0,0
103,3,1,8.6542,0,1,0.0,1.0,0.0,0.0,1.0,0
104,3,0,7.925,0,3,0.0,1.0,0.0,0.0,1.0,0
105,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
106,3,1,7.65,0,1,1.0,0.0,0.0,0.0,1.0,1
107,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,1
108,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
109,3,0,24.15,0,2,1.0,0.0,0.0,1.0,0.0,1
110,1,1,52.0,0,1,0.0,1.0,0.0,0.0,1.0,0
111,3,0,14.4542,0,2,1.0,0.0,1.0,0.0,0.0,0
112,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
113,3,0,9.825,0,2,1.0,0.0,0.0,0.0,1.0,0
114,3,1,14.4583,0,1,1.0,0.0,1.0,0.0,0.0,0
115,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
116,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
117,2,0,21.0,0,2,0.0,1.0,0.0,0.0,1.0,0
118,1,0,247.5208,1,2,0.0,1.0,1.0,0.0,0.0,0
119,3,0,31.275,2,7,1.0,0.0,0.0,0.0,1.0,0
120,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
121,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
122,2,0,30.0708,0,2,0.0,1.0,1.0,0.0,0.0,0
123,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
124,1,0,77.2875,1,2,0.0,1.0,0.0,0.0,1.0,0
125,3,0,11.2417,0,2,0.0,1.0,1.0,0.0,0.0,1
126,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
127,3,1,7.1417,0,1,0.0,1.0,0.0,0.0,1.0,1
128,3,0,22.3583,1,3,1.0,0.0,1.0,0.0,0.0,1
129,3,1,6.975,0,1,0.0,1.0,0.0,0.0,1.0,0
130,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,0
131,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
132,3,0,14.5,0,2,1.0,0.0,0.0,0.0,1.0,0
133,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
134,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
135,2,1,15.0458,0,1,0.0,1.0,1.0,0.0,0.0,0
136,1,0,26.2833,2,3,1.0,0.0,0.0,0.0,1.0,1
137,1,0,53.1,0,2,0.0,1.0,0.0,0.0,1.0,0
138,3,1,9.2167,0,1,0.0,1.0,0.0,0.0,1.0,0
139,1,1,79.2,0,1,0.0,1.0,1.0,0.0,0.0,0
140,3,0,15.2458,2,3,1.0,0.0,1.0,0.0,0.0,0
141,3,1,7.75,0,1,1.0,0.0,0.0,0.0,1.0,1
142,3,0,15.85,0,2,1.0,0.0,0.0,0.0,1.0,1
143,3,1,6.75,0,1,0.0,1.0,0.0,1.0,0.0,0
144,2,1,11.5,0,1,0.0,1.0,0.0,0.0,1.0,0
145,2,0,36.75,1,3,0.0,1.0,0.0,0.0,1.0,0
146,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,1
147,3,0,34.375,2,5,1.0,0.0,0.0,0.0,1.0,0
148,2,0,26.0,2,3,0.0,1.0,0.0,0.0,1.0,0
149,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
150,2,1,12.525,0,1,0.0,1.0,0.0,0.0,1.0,0
151,1,0,66.6,0,2,1.0,0.0,0.0,0.0,1.0,1
152,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
153,3,0,14.5,2,3,0.0,1.0,0.0,0.0,1.0,0
154,3,1,7.3125,0,1,0.0,1.0,0.0,0.0,1.0,0
155,1,0,61.3792,1,2,0.0,1.0,1.0,0.0,0.0,0
156,3,1,7.7333,0,1,1.0,0.0,0.0,1.0,0.0,1
157,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
158,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
159,3,0,69.55,2,11,0.0,1.0,0.0,0.0,1.0,0
160,3,0,16.1,1,2,0.0,1.0,0.0,0.0,1.0,0
161,2,1,15.75,0,1,1.0,0.0,0.0,0.0,1.0,1
162,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
163,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
164,3,0,39.6875,1,6,0.0,1.0,0.0,0.0,1.0,0
165,3,0,20.525,2,3,0.0,1.0,0.0,0.0,1.0,1
166,1,0,55.0,1,2,1.0,0.0,0.0,0.0,1.0,1
167,3,0,27.9,4,6,1.0,0.0,0.0,0.0,1.0,0
168,1,1,25.925,0,1,0.0,1.0,0.0,0.0,1.0,0
169,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
170,1,1,33.5,0,1,0.0,1.0,0.0,0.0,1.0,0
171,3,0,29.125,1,6,0.0,1.0,0.0,1.0,0.0,0
172,3,0,11.1333,1,3,1.0,0.0,0.0,0.0,1.0,1
173,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
174,1,1,30.6958,0,1,0.0,1.0,1.0,0.0,0.0,0
175,3,0,7.8542,1,3,0.0,1.0,0.0,0.0,1.0,0
176,3,0,25.4667,1,5,0.0,1.0,0.0,0.0,1.0,0
177,1,1,28.7125,0,1,1.0,0.0,1.0,0.0,0.0,0
178,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
179,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
180,3,0,69.55,2,11,1.0,0.0,0.0,0.0,1.0,0
181,2,1,15.05,0,1,0.0,1.0,1.0,0.0,0.0,0
182,3,0,31.3875,2,7,0.0,1.0,0.0,0.0,1.0,0
183,2,0,39.0,1,4,0.0,1.0,0.0,0.0,1.0,1
184,3,0,22.025,2,3,1.0,0.0,0.0,0.0,1.0,1
185,1,1,50.0,0,1,0.0,1.0,0.0,0.0,1.0,0
186,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
187,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,1
188,3,0,15.5,1,3,0.0,1.0,0.0,1.0,0.0,0
189,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
190,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
191,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
192,3,0,7.8542,0,2,1.0,0.0,0.0,0.0,1.0,1
193,2,0,26.0,1,3,0.0,1.0,0.0,0.0,1.0,1
194,1,1,27.7208,0,1,1.0,0.0,1.0,0.0,0.0,1
195,1,1,146.5208,0,1,1.0,0.0,1.0,0.0,0.0,1
196,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
197,3,0,8.4042,1,2,0.0,1.0,0.0,0.0,1.0,0
198,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
199,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,0
200,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
201,3,0,69.55,2,11,0.0,1.0,0.0,0.0,1.0,0
202,3,1,6.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
203,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
204,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
205,3,0,10.4625,1,2,1.0,0.0,0.0,0.0,1.0,0
206,3,0,15.85,0,2,0.0,1.0,0.0,0.0,1.0,0
207,3,1,18.7875,0,1,0.0,1.0,1.0,0.0,0.0,1
208,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
209,1,1,31.0,0,1,0.0,1.0,1.0,0.0,0.0,1
210,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
211,2,1,21.0,0,1,1.0,0.0,0.0,0.0,1.0,1
212,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
213,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
214,3,0,7.75,0,2,0.0,1.0,0.0,1.0,0.0,0
215,1,0,113.275,0,2,1.0,0.0,1.0,0.0,0.0,1
216,3,1,7.925,0,1,1.0,0.0,0.0,0.0,1.0,1
217,2,0,27.0,0,2,0.0,1.0,0.0,0.0,1.0,0
218,1,1,76.2917,0,1,1.0,0.0,1.0,0.0,0.0,1
219,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
220,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
221,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
222,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
223,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
224,1,0,90.0,0,2,0.0,1.0,0.0,0.0,1.0,1
225,3,1,9.35,0,1,0.0,1.0,0.0,0.0,1.0,0
226,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,1
227,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
228,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
229,3,0,25.4667,1,5,1.0,0.0,0.0,0.0,1.0,0
230,1,0,83.475,0,2,1.0,0.0,0.0,0.0,1.0,1
231,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
232,2,1,13.5,0,1,0.0,1.0,0.0,0.0,1.0,0
233,3,0,31.3875,2,7,1.0,0.0,0.0,0.0,1.0,1
234,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
235,3,1,7.55,0,1,1.0,0.0,0.0,0.0,1.0,0
236,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
237,2,0,26.25,2,3,1.0,0.0,0.0,0.0,1.0,1
238,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
239,2,1,12.275,0,1,0.0,1.0,0.0,0.0,1.0,0
240,3,0,14.4542,0,2,1.0,0.0,1.0,0.0,0.0,0
241,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
242,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
243,3,1,7.125,0,1,0.0,1.0,0.0,0.0,1.0,0
244,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
245,1,0,90.0,0,3,0.0,1.0,0.0,1.0,0.0,0
246,3,1,7.775,0,1,1.0,0.0,0.0,0.0,1.0,0
247,2,0,14.5,2,3,1.0,0.0,0.0,0.0,1.0,1
248,1,0,52.5542,1,3,0.0,1.0,0.0,0.0,1.0,1
249,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
250,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
251,3,0,10.4625,1,3,1.0,0.0,0.0,0.0,1.0,0
252,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
253,3,0,16.1,0,2,0.0,1.0,0.0,0.0,1.0,0
254,3,0,20.2125,2,3,1.0,0.0,0.0,0.0,1.0,0
255,3,0,15.2458,2,3,1.0,0.0,1.0,0.0,0.0,1
256,1,1,79.2,0,1,1.0,0.0,1.0,0.0,0.0,1
257,1,1,86.5,0,1,1.0,0.0,0.0,0.0,1.0,1
258,1,1,512.3292,0,1,1.0,0.0,1.0,0.0,0.0,1
259,2,0,26.0,1,2,1.0,0.0,0.0,0.0,1.0,1
260,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
261,3,0,31.3875,2,7,0.0,1.0,0.0,0.0,1.0,1
262,1,0,79.65,1,3,0.0,1.0,0.0,0.0,1.0,0
263,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
264,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,0
265,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
266,3,0,39.6875,1,6,0.0,1.0,0.0,0.0,1.0,0
267,3,0,7.775,0,2,0.0,1.0,0.0,0.0,1.0,1
268,1,0,153.4625,1,2,1.0,0.0,0.0,0.0,1.0,1
269,1,1,135.6333,0,1,1.0,0.0,0.0,0.0,1.0,1
270,1,1,31.0,0,1,0.0,1.0,0.0,0.0,1.0,0
271,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,1
272,2,0,19.5,1,2,1.0,0.0,0.0,0.0,1.0,1
273,1,0,29.7,1,2,0.0,1.0,1.0,0.0,0.0,0
274,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
275,1,0,77.9583,0,2,1.0,0.0,0.0,0.0,1.0,1
276,3,1,7.75,0,1,1.0,0.0,0.0,0.0,1.0,0
277,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
278,3,0,29.125,1,6,0.0,1.0,0.0,1.0,0.0,0
279,3,0,20.25,1,3,1.0,0.0,0.0,0.0,1.0,1
280,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
281,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
282,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
283,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
284,1,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
285,3,1,8.6625,0,1,0.0,1.0,1.0,0.0,0.0,0
286,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,1
287,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
288,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
289,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
290,1,1,78.85,0,1,1.0,0.0,0.0,0.0,1.0,1
291,1,0,91.0792,0,2,1.0,0.0,1.0,0.0,0.0,1
292,2,1,12.875,0,1,0.0,1.0,1.0,0.0,0.0,0
293,3,1,8.85,0,1,1.0,0.0,0.0,0.0,1.0,0
294,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
295,1,1,27.7208,0,1,0.0,1.0,1.0,0.0,0.0,0
296,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
